Topic,1, , 
0.99824,30,from ban it till we understand it to resistance is futile how university programming instructors plan to adapt as more students use ai code generation and,
0.99725,22,design ideation with ai-sketching thinking and talking with generative machine learning models,
0.99623,65,user perspectives of the ethical dilemmas of ownership accountability leadership in human-ai co-creation,
0.99212,60,synthetic ethnography field devices for the qualitative study of generative models,
0.95794,44,message ritual a posthuman account of living with lamp,
0.93971,15,ahrc design fellows challenges of the future ai data,
0.93373,34,how to use generative ai as a design material for future human-computer (co-) creation,
0.92579,45,metaverse perspectives from japan a participatory speculative design case study,
0.91647,38,its like the value system in the loop domain experts values expectations for nlp automation,
0.89984,54,prototyping relational things that talk a discursive design strategy for conversational ai systems,
-,-,-,-
Topic,2, , 
0.94333,53,probing respiratory care with generative deep learning,
0.92737,24,dreams for digital spaces symposium paper what shapes the worlds of children educators and researchers,
0.87501,11,Public Interest Technology Indian Megacities,
0.78005,57,sparking creativity with robots a design perspective,
0.69378,37,intelligent music performance system towards a design framework,
0.67608,46,miracle machine in the making soulful speculation with kabbalah,
0.61687,28,festforward participatory design futuring and world-building for equitable digital futures in performing arts festivals,
0.51315,21,deepfakes in india from words for the lies to the faces for the lies,
0.481,32,generative ai futures a speculative design exploration,
0.44391,49,nishant shah,
-,-,-,-
Topic,3, , 
0.93206,19,boosting children's creativity through creative interactions with social robots,
0.83266,26,embodying an interactive ai for dance through movement ideation,
0.80413,1,A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation,
0.76803,17,ai-generated dance and the subjectivity challenge,
0.76504,6,Exploring the Human-AI Nexus- A Friendly Dispute Between Second-Order Cybernetical Ethical Thinking and Questions of AI Ethics,
0.73063,31,from critical technical practice to reflexive data science,
0.72391,56,responsible language technologies foreseeing and mitigating harms,
0.71586,8,Investigating Consumer Perception and Speculative AI Labels for Creative AI Usage In Media,
0.3463,36,imagining the future of creative ai tools a cospeculative workshop,
0.33623,50,objective portrait a practice-based inquiry to explore al as a reflective design partner,
-,-,-,-
Topic,4, , 
0.99483,3,Artificial Intelligence and Creativity,
0.9043,40,machine talking speculative conversations with ai through practice-oriented research,
0.81034,27,experiential speculation in vision-based ai design education designing conventional and progressive ai futures,
0.76241,41,machines for living,
0.73077,67,when happy accidents spark creativity bringing collaborative speculation to life with generative ai,
0.60754,62,the future of generative ai how genai would change human-computer co-creation in the next 10 to 15 years,
0.49728,14,_explorers of unknown planets practices and politics of artificial intelligence in visual arts,
0.39525,35,humans will lose proper imagination unconsciously,
0.22691,9,Lonely Road Maison 2021 preprint,
0.22403,58,speculation forms and functions,
-,-,-,-
Topic,5, , 
0.97633,10,Predictive or Imaginative Futures,
0.95246,29,filmmaking of the future a co-design-led investigation into the potential of immersive technologies to enhance the small and medium audiovisual production,
0.85531,52,participatory conceptual design of accessible digital musical instruments using generative ai,
0.28448,21,deepfakes in india from words for the lies to the faces for the lies,
0.063664,66,what is human-centered about human-centered ai a map of the research landscape,
0.020112,1,A Speculative Exploration of the Role of Dialogue in Human-Computer Co-creation,
0.012082,58,speculation forms and functions,
0.0080443,17,ai-generated dance and the subjectivity challenge,
0.0060828,27,experiential speculation in vision-based ai design education designing conventional and progressive ai futures,
0.0056127,54,prototyping relational things that talk a discursive design strategy for conversational ai systems,
-,-,-,-
